"block","plot","transect","subtransect","date","slope","startpoint_m","x1_hour_count","x10_hour_count","x100_hour_count"
"E2","E2:EN","E2:EN:M","E2:EN:M:1","2017-07-06",20,23,0,3,1
"E2","E2:EN","E2:EN:M","E2:EN:M:2","2017-07-06",0,3,0,0,2
"E2","E2:EN","E2:EN:M","E2:EN:M:2","2017-07-06",0,13,0,2,2
"E2","E2:EN","E2:EN:M","E2:EN:M:2","2017-07-06",0,23,0,1,1
"E2","E2:EN","E2:EN:M","E2:EN:M:3","2017-07-06",20,3,0,0,0
"E2","E2:EN","E2:EN:M","E2:EN:M:3","2017-07-06",20,13,0,0,2
"E2","E2:EN","E2:EN:M","E2:EN:M:3","2017-07-06",20,23,0,3,0
"E2","E2:EN","E2:EN:S","E2:EN:S:1","2017-07-06",18,3,2,2,3
"E2","E2:EN","E2:EN:S","E2:EN:S:1","2017-07-06",18,13,2,2,1
"E2","E2:EN","E2:EN:S","E2:EN:S:1","2017-07-06",18,23,4,8,1
"E2","E2:EN","E2:EN:S","E2:EN:S:2","2017-07-06",1,3,0,0,0
"E2","E2:EN","E2:EN:S","E2:EN:S:2","2017-07-06",1,13,0,1,2
"E2","E2:EN","E2:EN:S","E2:EN:S:2","2017-07-06",1,23,3,3,3
"E2","E2:EN","E2:EN:S","E2:EN:S:3","2017-07-06",23,3,0,3,3
"E2","E2:EN","E2:EN:S","E2:EN:S:3","2017-07-06",23,13,0,2,1
"E2","E2:EN","E2:EN:S","E2:EN:S:3","2017-07-06",23,23,0,0,2
"E3","E3:CG","E3:CG:M","E3:CG:M:1","2017-07-18",10,3,0,0,0
"E3","E3:CG","E3:CG:M","E3:CG:M:1","2017-07-18",10,13,4,1,1
"E3","E3:CG","E3:CG:M","E3:CG:M:1","2017-07-18",10,23,3,3,0
"E3","E3:CG","E3:CG:M","E3:CG:M:2","2017-07-18",10,3,2,5,1
"E3","E3:CG","E3:CG:M","E3:CG:M:2","2017-07-18",10,13,1,4,2
"E3","E3:CG","E3:CG:M","E3:CG:M:2","2017-07-18",10,23,3,1,2
"E3","E3:CG","E3:CG:M","E3:CG:M:3","2017-07-18",9,3,0,3,1
"E3","E3:CG","E3:CG:M","E3:CG:M:3","2017-07-18",9,13,0,6,0
"E3","E3:CG","E3:CG:M","E3:CG:M:3","2017-07-18",9,23,0,0,0
"E3","E3:CG","E3:CG:N","E3:CG:N:1","2017-07-18",12,3,4,0,0
"E3","E3:CG","E3:CG:N","E3:CG:N:1","2017-07-18",12,13,2,3,1
"E3","E3:CG","E3:CG:N","E3:CG:N:1","2017-07-18",12,23,4,4,0
"E3","E3:CG","E3:CG:N","E3:CG:N:2","2017-07-18",9,3,11,10,3
"E3","E3:CG","E3:CG:N","E3:CG:N:2","2017-07-18",9,13,5,3,0
"E3","E3:CG","E3:CG:N","E3:CG:N:2","2017-07-18",9,23,3,0,2
"E3","E3:CG","E3:CG:N","E3:CG:N:3","2017-07-18",14,3,2,2,1
"E3","E3:CG","E3:CG:N","E3:CG:N:3","2017-07-18",14,13,2,1,0
"E3","E3:CG","E3:CG:N","E3:CG:N:3","2017-07-18",14,23,4,2,0
"E3","E3:CG","E3:CG:S","E3:CG:S:1","2017-07-18",7,3,0,0,4
"E3","E3:CG","E3:CG:S","E3:CG:S:1","2017-07-18",7,13,0,0,3
"E3","E3:CG","E3:CG:S","E3:CG:S:1","2017-07-18",7,23,0,1,0
"E3","E3:CG","E3:CG:S","E3:CG:S:2","2017-07-18",8,3,0,0,0
"E3","E3:CG","E3:CG:S","E3:CG:S:2","2017-07-18",8,13,0,0,0
"E3","E3:CG","E3:CG:S","E3:CG:S:2","2017-07-18",8,23,0,0,1
"E3","E3:CG","E3:CG:S","E3:CG:S:3","2017-07-18",11,3,2,10,2
"E3","E3:CG","E3:CG:S","E3:CG:S:3","2017-07-18",11,13,2,0,0
"E3","E3:CG","E3:CG:S","E3:CG:S:3","2017-07-18",11,23,0,6,0
"E3","E3:CH","E3:CH:M","E3:CH:M:1","2017-07-19",5,3,1,2,0
"E3","E3:CH","E3:CH:M","E3:CH:M:1","2017-07-19",5,13,0,2,1
"E3","E3:CH","E3:CH:M","E3:CH:M:1","2017-07-19",5,23,0,1,2
"E3","E3:CH","E3:CH:M","E3:CH:M:2","2017-07-19",8,3,0,0,3
"E3","E3:CH","E3:CH:M","E3:CH:M:2","2017-07-19",8,13,0,0,0
"E3","E3:CH","E3:CH:M","E3:CH:M:2","2017-07-19",8,23,0,1,0
"E3","E3:CH","E3:CH:M","E3:CH:M:3","2017-07-19",13,3,0,0,0
"E3","E3:CH","E3:CH:M","E3:CH:M:3","2017-07-19",13,13,0,3,2
"E3","E3:CH","E3:CH:M","E3:CH:M:3","2017-07-19",13,23,0,0,0
"E3","E3:CH","E3:CH:N","E3:CH:N:1","2017-07-19",9,3,0,0,3
"E3","E3:CH","E3:CH:N","E3:CH:N:1","2017-07-19",9,13,1,3,3
"E3","E3:CH","E3:CH:N","E3:CH:N:1","2017-07-19",9,23,0,3,0
"E3","E3:CH","E3:CH:N","E3:CH:N:2","2017-07-19",10,3,1,5,3
"E3","E3:CH","E3:CH:N","E3:CH:N:2","2017-07-19",10,13,2,5,6
"E3","E3:CH","E3:CH:N","E3:CH:N:2","2017-07-19",10,23,1,2,0
"E3","E3:CH","E3:CH:N","E3:CH:N:3","2017-07-19",19,3,0,0,0
"E3","E3:CH","E3:CH:N","E3:CH:N:3","2017-07-19",19,13,4,1,0
"E3","E3:CH","E3:CH:N","E3:CH:N:3","2017-07-19",19,23,4,4,2
"E3","E3:CH","E3:CH:S","E3:CH:S:1","2017-07-19",11,3,0,3,4
"E3","E3:CH","E3:CH:S","E3:CH:S:1","2017-07-19",11,13,0,2,0
"E3","E3:CH","E3:CH:S","E3:CH:S:1","2017-07-19",11,23,1,1,0
"E3","E3:CH","E3:CH:S","E3:CH:S:2","2017-07-19",13,3,0,1,0
"E3","E3:CH","E3:CH:S","E3:CH:S:2","2017-07-19",13,13,0,0,0
"E3","E3:CH","E3:CH:S","E3:CH:S:2","2017-07-19",13,23,0,1,0
"E3","E3:CH","E3:CH:S","E3:CH:S:3","2017-07-19",10,3,0,0,0
"E3","E3:CH","E3:CH:S","E3:CH:S:3","2017-07-19",10,13,0,1,0
"E3","E3:CH","E3:CH:S","E3:CH:S:3","2017-07-19",10,23,4,2,0
"E3","E3:CN","E3:CN:M","E3:CN:M:1","2017-07-18",13,3,4,9,0
"E3","E3:CN","E3:CN:M","E3:CN:M:1","2017-07-18",13,13,11,4,0
"E3","E3:CN","E3:CN:M","E3:CN:M:1","2017-07-18",13,23,4,0,0
"E3","E3:CN","E3:CN:M","E3:CN:M:2","2017-07-18",13,3,0,0,1
"E3","E3:CN","E3:CN:M","E3:CN:M:2","2017-07-18",13,13,0,3,4
"E3","E3:CN","E3:CN:M","E3:CN:M:2","2017-07-18",13,23,1,1,2
"E3","E3:CN","E3:CN:M","E3:CN:M:3","2017-07-18",11,3,0,1,0
"E3","E3:CN","E3:CN:M","E3:CN:M:3","2017-07-18",11,13,0,1,0
"E3","E3:CN","E3:CN:M","E3:CN:M:3","2017-07-18",11,23,0,3,4
"E3","E3:CN","E3:CN:N","E3:CN:N:1","2017-07-18",12,3,0,3,1
"E3","E3:CN","E3:CN:N","E3:CN:N:1","2017-07-18",12,13,1,0,0
"E3","E3:CN","E3:CN:N","E3:CN:N:1","2017-07-18",12,23,0,0,0
"E3","E3:CN","E3:CN:N","E3:CN:N:2","2017-07-18",13,3,0,2,0
"E3","E3:CN","E3:CN:N","E3:CN:N:2","2017-07-18",13,13,0,2,0
"E3","E3:CN","E3:CN:N","E3:CN:N:2","2017-07-18",13,23,0,1,0
"E3","E3:CN","E3:CN:N","E3:CN:N:3","2017-07-18",12,3,1,1,1
"E3","E3:CN","E3:CN:N","E3:CN:N:3","2017-07-18",12,13,0,2,0
"E3","E3:CN","E3:CN:N","E3:CN:N:3","2017-07-18",12,23,0,0,1
"E3","E3:CN","E3:CN:S","E3:CN:S:1","2007-07-18",12,3,0,1,3
"E3","E3:CN","E3:CN:S","E3:CN:S:1","2007-07-18",12,13,0,8,3
"E3","E3:CN","E3:CN:S","E3:CN:S:1","2007-07-18",12,23,0,1,0
"E3","E3:CN","E3:CN:S","E3:CN:S:2","2007-07-18",11,3,4,9,1
"E3","E3:CN","E3:CN:S","E3:CN:S:2","2007-07-18",11,13,4,1,1
"E3","E3:CN","E3:CN:S","E3:CN:S:2","2007-07-18",11,23,1,2,0
"E3","E3:CN","E3:CN:S","E3:CN:S:3","2007-07-18",15,3,0,2,3
"E3","E3:CN","E3:CN:S","E3:CN:S:3","2007-07-18",15,13,0,1,0
"E3","E3:CN","E3:CN:S","E3:CN:S:3","2007-07-18",15,23,0,0,1
"E3","E3:EG","E3:EG:M","E3:EG:M:1","2017-07-19",12,3,8,6,0
"E3","E3:EG","E3:EG:M","E3:EG:M:1","2017-07-19",12,13,2,3,0
"E3","E3:EG","E3:EG:M","E3:EG:M:1","2017-07-19",12,23,1,1,0
"E3","E3:EG","E3:EG:M","E3:EG:M:2","2017-07-19",11,3,9,8,0
"E3","E3:EG","E3:EG:M","E3:EG:M:2","2017-07-19",11,13,2,4,1
"E3","E3:EG","E3:EG:M","E3:EG:M:2","2017-07-19",11,23,2,1,0
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19",12,3,0,2,8
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19",12,13,3,8,2
"E3","E3:EG","E3:EG:M","E3:EG:M:3","2017-07-19",12,23,0,1,0
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19",15,3,1,0,0
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19",15,13,1,4,1
"E3","E3:EG","E3:EG:N","E3:EG:N:1","2017-07-19",15,23,0,0,1
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19",11,3,0,0,0
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19",11,13,0,7,1
"E3","E3:EG","E3:EG:N","E3:EG:N:2","2017-07-19",11,23,0,1,0
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19",14,3,0,2,0
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19",14,13,2,0,0
"E3","E3:EG","E3:EG:N","E3:EG:N:3","2017-07-19",14,23,0,0,0
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17",10,3,1,1,1
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17",10,13,1,0,5
"E3","E3:EG","E3:EG:S","E3:EG:S:1","2017-07-17",10,23,0,5,10
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17",15,3,1,2,0
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17",15,13,3,3,1
"E3","E3:EG","E3:EG:S","E3:EG:S:2","2017-07-17",15,23,0,3,2
"E3","E3:EG","E3:EG:S","E3:EG:S:3","2017-07-17",11,3,0,1,3
"E3","E3:EG","E3:EG:S","E3:EG:S:3","2017-07-17",11,13,0,3,6
"E3","E3:EG","E3:EG:S","E3:EG:S:3","2017-07-17",11,23,0,1,0
"E3","E3:EH","E3:EH:M","E3:EH:M:1","2017-07-18",15,3,6,8,0
"E3","E3:EH","E3:EH:M","E3:EH:M:1","2017-07-18",15,13,1,2,1
"E3","E3:EH","E3:EH:M","E3:EH:M:1","2017-07-18",15,23,1,3,0
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18",16,3,0,0,1
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18",16,13,2,4,2
"E3","E3:EH","E3:EH:M","E3:EH:M:2","2017-07-18",16,23,0,1,1
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18",17,3,2,0,0
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18",17,13,0,0,0
"E3","E3:EH","E3:EH:M","E3:EH:M:3","2017-07-18",17,23,0,0,0
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18",14,3,0,0,0
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18",14,13,1,2,0
"E3","E3:EH","E3:EH:N","E3:EH:N:1","2017-07-18",14,23,0,0,0
"E3","E3:EH","E3:EH:N","E3:EH:N:2","2017-07-18",16,3,0,3,1
"E3","E3:EH","E3:EH:N","E3:EH:N:2","2017-07-18",16,13,0,0,0
"E3","E3:EH","E3:EH:N","E3:EH:N:2","2017-07-18",16,23,0,5,4
"E3","E3:EH","E3:EH:N","E3:EH:N:3","2017-07-18",13,3,0,0,0
"E3","E3:EH","E3:EH:N","E3:EH:N:3","2017-07-18",13,13,0,0,0
"E3","E3:EH","E3:EH:N","E3:EH:N:3","2017-07-18",13,23,5,4,3
"E3","E3:EH","E3:EH:S","E3:EH:S:1","2017-07-18",9,3,2,1,0
"E3","E3:EH","E3:EH:S","E3:EH:S:1","2017-07-18",9,13,2,3,0
"E3","E3:EH","E3:EH:S","E3:EH:S:1","2017-07-18",9,23,4,4,0
"E3","E3:EH","E3:EH:S","E3:EH:S:2","2017-07-18",19,3,3,0,0
"E3","E3:EH","E3:EH:S","E3:EH:S:2","2017-07-18",19,13,1,6,0
"E3","E3:EH","E3:EH:S","E3:EH:S:2","2017-07-18",19,23,3,1,0
"E3","E3:EH","E3:EH:S","E3:EH:S:3","2017-07-18",16,3,0,1,0
"E3","E3:EH","E3:EH:S","E3:EH:S:3","2017-07-18",16,13,0,1,0
"E3","E3:EH","E3:EH:S","E3:EH:S:3","2017-07-18",16,23,0,0,0
"E3","E3:EN","E3:EN:M","E3:EN:M:1","2017-07-19",4,3,5,6,0
"E3","E3:EN","E3:EN:M","E3:EN:M:1","2017-07-19",4,13,3,9,1
"E3","E3:EN","E3:EN:M","E3:EN:M:1","2017-07-19",4,23,0,2,0
"E3","E3:EN","E3:EN:M","E3:EN:M:2","2017-07-19",10,3,0,3,1
"E3","E3:EN","E3:EN:M","E3:EN:M:2","2017-07-19",10,13,0,8,4
"E3","E3:EN","E3:EN:M","E3:EN:M:2","2017-07-19",10,23,2,5,2
"E3","E3:EN","E3:EN:M","E3:EN:M:3","2017-07-19",12,3,0,4,0
"E3","E3:EN","E3:EN:M","E3:EN:M:3","2017-07-19",12,13,0,0,2
"E3","E3:EN","E3:EN:M","E3:EN:M:3","2017-07-19",12,23,2,2,1
"E3","E3:EN","E3:EN:N","E3:EN:N:1","2017-07-19",9,3,0,3,0
"E3","E3:EN","E3:EN:N","E3:EN:N:1","2017-07-19",9,13,0,1,0
"E3","E3:EN","E3:EN:N","E3:EN:N:1","2017-07-19",9,23,0,3,0
"E3","E3:EN","E3:EN:N","E3:EN:N:2","2017-07-19",10,3,0,9,0
"E3","E3:EN","E3:EN:N","E3:EN:N:2","2017-07-19",10,13,2,2,1
"E3","E3:EN","E3:EN:N","E3:EN:N:2","2017-07-19",10,23,4,6,0
"E3","E3:EN","E3:EN:N","E3:EN:N:3","2017-07-19",14,3,2,4,3
"E3","E3:EN","E3:EN:N","E3:EN:N:3","2017-07-19",14,13,0,0,0
"E3","E3:EN","E3:EN:N","E3:EN:N:3","2017-07-19",14,23,1,7,2
"E3","E3:EN","E3:EN:S","E3:EN:S:1","2017-07-19",2,3,3,4,1
"E3","E3:EN","E3:EN:S","E3:EN:S:1","2017-07-19",2,13,1,2,0
"E3","E3:EN","E3:EN:S","E3:EN:S:1","2017-07-19",2,23,1,2,1
"E3","E3:EN","E3:EN:S","E3:EN:S:2","2017-07-19",8,3,0,1,2
"E3","E3:EN","E3:EN:S","E3:EN:S:2","2017-07-19",8,13,0,2,0
"E3","E3:EN","E3:EN:S","E3:EN:S:2","2017-07-19",8,23,0,4,0
"E3","E3:EN","E3:EN:S","E3:EN:S:3","2017-07-19",12,3,1,3,1
"E3","E3:EN","E3:EN:S","E3:EN:S:3","2017-07-19",12,13,3,8,0
"E3","E3:EN","E3:EN:S","E3:EN:S:3","2017-07-19",12,23,7,3,0
"E4","E4:CG","E4:CG:M","E4:CG:M:1","2018-05-30",3,3,3,10,2
"E4","E4:CG","E4:CG:M","E4:CG:M:1","2018-05-30",3,13,9,16,2
"E4","E4:CG","E4:CG:M","E4:CG:M:1","2018-05-30",3,23,2,6,2
"E4","E4:CG","E4:CG:M","E4:CG:M:2","2018-05-30",5,3,4,4,0
"E4","E4:CG","E4:CG:M","E4:CG:M:2","2018-05-30",5,13,2,4,7
"E4","E4:CG","E4:CG:M","E4:CG:M:2","2018-05-30",5,23,2,0,0
"E4","E4:CG","E4:CG:M","E4:CG:M:3","2018-05-30",10,3,1,8,3
"E4","E4:CG","E4:CG:M","E4:CG:M:3","2018-05-30",10,13,8,2,0
"E4","E4:CG","E4:CG:M","E4:CG:M:3","2018-05-30",10,23,7,18,5
"E4","E4:CG","E4:CG:N","E4:CG:N:1","2018-05-30",5,3,9,3,4
"E4","E4:CG","E4:CG:N","E4:CG:N:1","2018-05-30",5,13,13,5,7
"E4","E4:CG","E4:CG:N","E4:CG:N:1","2018-05-30",5,23,4,6,3
"E4","E4:CG","E4:CG:N","E4:CG:N:2","2018-05-30",10,3,5,7,1
"E4","E4:CG","E4:CG:N","E4:CG:N:2","2018-05-30",10,13,2,4,0
"E4","E4:CG","E4:CG:N","E4:CG:N:2","2018-05-30",10,23,7,1,1
"E4","E4:CG","E4:CG:N","E4:CG:N:3","2018-05-30",3,3,1,1,1
"E4","E4:CG","E4:CG:N","E4:CG:N:3","2018-05-30",3,13,3,1,3
"E4","E4:CG","E4:CG:N","E4:CG:N:3","2018-05-30",3,23,4,2,4
"E4","E4:CG","E4:CG:S","E4:CG:S:1","2018-08-30",3,3,9,17,4
"E4","E4:CG","E4:CG:S","E4:CG:S:1","2018-08-30",3,13,0,4,1
"E4","E4:CG","E4:CG:S","E4:CG:S:1","2018-08-30",3,23,14,12,3
"E4","E4:CG","E4:CG:S","E4:CG:S:2","2018-08-30",4,3,3,3,2
"E4","E4:CG","E4:CG:S","E4:CG:S:2","2018-08-30",4,13,8,5,12
"E4","E4:CG","E4:CG:S","E4:CG:S:2","2018-08-30",4,23,5,14,16
"E4","E4:CG","E4:CG:S","E4:CG:S:3","2018-08-30",11,3,8,2,0
"E4","E4:CG","E4:CG:S","E4:CG:S:3","2018-08-30",11,13,6,1,0
"E4","E4:CG","E4:CG:S","E4:CG:S:3","2018-08-30",11,23,9,12,2
"E4","E4:CH","E4:CH:M","E4:CH:M:1","2018-05-29",NA,3,0,1,0
"E4","E4:CH","E4:CH:M","E4:CH:M:1","2018-05-29",NA,13,3,3,0
"E4","E4:CH","E4:CH:M","E4:CH:M:1","2018-05-29",NA,23,3,4,2
"E4","E4:CH","E4:CH:M","E4:CH:M:2","2018-05-29",12,3,3,5,0
"E4","E4:CH","E4:CH:M","E4:CH:M:2","2018-05-29",12,13,10,12,4
"E4","E4:CH","E4:CH:M","E4:CH:M:2","2018-05-29",12,23,0,2,1
"E4","E4:CH","E4:CH:M","E4:CH:M:3","2018-05-29",6,3,1,4,1
"E4","E4:CH","E4:CH:M","E4:CH:M:3","2018-05-29",6,13,6,12,7
"E4","E4:CH","E4:CH:M","E4:CH:M:3","2018-05-29",6,23,1,5,2
"E4","E4:CH","E4:CH:N","E4:CH:N:1","2018-05-29",3,3,6,10,3
"E4","E4:CH","E4:CH:N","E4:CH:N:1","2018-05-29",3,13,4,4,0
"E4","E4:CH","E4:CH:N","E4:CH:N:1","2018-05-29",3,23,3,3,0
"E4","E4:CH","E4:CH:N","E4:CH:N:2","2018-05-29",8,3,1,1,1
"E4","E4:CH","E4:CH:N","E4:CH:N:2","2018-05-29",8,13,0,3,1
"E4","E4:CH","E4:CH:N","E4:CH:N:2","2018-05-29",8,23,4,13,2
"E4","E4:CH","E4:CH:N","E4:CH:N:3","2018-05-29",10,3,5,2,0
"E4","E4:CH","E4:CH:N","E4:CH:N:3","2018-05-29",10,13,9,17,8
"E4","E4:CH","E4:CH:N","E4:CH:N:3","2018-05-29",10,23,0,3,0
"E4","E4:CH","E4:CH:S","E4:CH:S:1","2018-05-29",6,3,2,5,4
"E4","E4:CH","E4:CH:S","E4:CH:S:1","2018-05-29",6,13,1,6,14
"E4","E4:CH","E4:CH:S","E4:CH:S:1","2018-05-29",6,23,2,2,1
"E4","E4:CH","E4:CH:S","E4:CH:S:2","2018-05-29",7,3,1,2,0
"E4","E4:CH","E4:CH:S","E4:CH:S:2","2018-05-29",7,13,1,1,0
"E4","E4:CH","E4:CH:S","E4:CH:S:2","2018-05-29",7,23,1,5,4
"E4","E4:CH","E4:CH:S","E4:CH:S:3","2018-05-29",6,3,4,0,2
"E4","E4:CH","E4:CH:S","E4:CH:S:3","2018-05-29",6,13,0,1,8
"E4","E4:CH","E4:CH:S","E4:CH:S:3","2018-05-29",6,23,0,1,2
"E4","E4:CN","E4:CN:M","E4:CN:M:1","2018-05-30",NA,3,3,1,0
"E4","E4:CN","E4:CN:M","E4:CN:M:1","2018-05-30",NA,13,0,4,2
"E4","E4:CN","E4:CN:M","E4:CN:M:1","2018-05-30",NA,23,5,0,0
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30",2,3,0,0,2
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30",2,13,3,12,1
"E4","E4:CN","E4:CN:M","E4:CN:M:2","2018-05-30",2,23,0,0,1
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30",14,3,1,14,8
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30",14,13,15,10,0
"E4","E4:CN","E4:CN:M","E4:CN:M:3","2018-05-30",14,23,6,4,3
"E4","E4:CN","E4:CN:N","E4:CN:N:1","2018-05-30",3,3,6,7,4
"E4","E4:CN","E4:CN:N","E4:CN:N:1","2018-05-30",3,13,2,6,3
"E4","E4:CN","E4:CN:N","E4:CN:N:1","2018-05-30",3,23,3,6,2
"E4","E4:CN","E4:CN:N","E4:CN:N:2","2018-05-30",6,3,0,4,0
"E4","E4:CN","E4:CN:N","E4:CN:N:2","2018-05-30",6,13,0,0,0
"E4","E4:CN","E4:CN:N","E4:CN:N:2","2018-05-30",6,23,1,7,5
"E4","E4:CN","E4:CN:N","E4:CN:N:3","2018-05-30",12,3,2,5,1
"E4","E4:CN","E4:CN:N","E4:CN:N:3","2018-05-30",12,13,2,9,1
"E4","E4:CN","E4:CN:N","E4:CN:N:3","2018-05-30",12,23,0,0,2
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30",4,3,0,1,5
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30",4,13,0,7,2
"E4","E4:CN","E4:CN:S","E4:CN:S:1","2018-05-30",4,23,4,2,0
"E4","E4:CN","E4:CN:S","E4:CN:S:2","2018-05-30",14,3,0,1,1
"E4","E4:CN","E4:CN:S","E4:CN:S:2","2018-05-30",14,13,0,1,0
"E4","E4:CN","E4:CN:S","E4:CN:S:2","2018-05-30",14,23,0,7,6
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30",NA,3,0,7,3
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30",NA,13,35,7,0
"E4","E4:CN","E4:CN:S","E4:CN:S:3","2018-05-30",NA,23,0,6,3
"E4","E4:EG","E4:EG:M","E4:EG:M:1","2018-05-30",4,3,1,7,0
"E4","E4:EG","E4:EG:M","E4:EG:M:1","2018-05-30",4,13,1,2,0
"E4","E4:EG","E4:EG:M","E4:EG:M:1","2018-05-30",4,23,4,13,2
"E4","E4:EG","E4:EG:M","E4:EG:M:2","2018-05-30",4,3,5,10,1
"E4","E4:EG","E4:EG:M","E4:EG:M:2","2018-05-30",4,13,0,4,2
"E4","E4:EG","E4:EG:M","E4:EG:M:2","2018-05-30",4,23,4,3,NA
"E4","E4:EG","E4:EG:M","E4:EG:M:3","2018-05-30",5,3,0,5,3
"E4","E4:EG","E4:EG:M","E4:EG:M:3","2018-05-30",5,13,0,2,0
"E4","E4:EG","E4:EG:M","E4:EG:M:3","2018-05-30",5,23,0,7,0
"E4","E4:EG","E4:EG:N","E4:EG:N:1","2018-05-30",2,3,6,8,0
"E4","E4:EG","E4:EG:N","E4:EG:N:1","2018-05-30",2,13,5,3,3
"E4","E4:EG","E4:EG:N","E4:EG:N:1","2018-05-30",2,23,4,8,0
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30",6,3,4,3,0
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30",6,13,0,4,8
"E4","E4:EG","E4:EG:N","E4:EG:N:2","2018-05-30",6,23,1,1,0
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30",2,3,0,0,1
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30",2,13,5,5,3
"E4","E4:EG","E4:EG:N","E4:EG:N:3","2018-05-30",2,23,2,9,1
"E4","E4:EG","E4:EG:S","E4:EG:S:1","2018-05-30",10,3,2,2,1
"E4","E4:EG","E4:EG:S","E4:EG:S:1","2018-05-30",10,13,8,12,4
"E4","E4:EG","E4:EG:S","E4:EG:S:1","2018-05-30",10,23,2,9,3
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30",6,3,3,1,2
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30",6,13,2,4,1
"E4","E4:EG","E4:EG:S","E4:EG:S:2","2018-05-30",6,23,17,14,1
"E4","E4:EG","E4:EG:S","E4:EG:S:3","2018-05-30",12,3,1,1,1
"E4","E4:EG","E4:EG:S","E4:EG:S:3","2018-05-30",12,13,7,5,3
"E4","E4:EG","E4:EG:S","E4:EG:S:3","2018-05-30",12,23,2,2,1
"E4","E4:EH","E4:EH:M","E4:EH:M:1","2018-05-31",7,3,1,3,6
"E4","E4:EH","E4:EH:M","E4:EH:M:1","2018-05-31",7,13,1,8,4
"E4","E4:EH","E4:EH:M","E4:EH:M:1","2018-05-31",7,23,6,3,0
"E4","E4:EH","E4:EH:M","E4:EH:M:2","2018-05-31",NA,3,0,4,3
"E4","E4:EH","E4:EH:M","E4:EH:M:2","2018-05-31",NA,13,2,7,1
"E4","E4:EH","E4:EH:M","E4:EH:M:2","2018-05-31",NA,23,4,4,0
"E4","E4:EH","E4:EH:M","E4:EH:M:3","2018-05-31",15,3,21,8,0
"E4","E4:EH","E4:EH:M","E4:EH:M:3","2018-05-31",15,13,2,8,3
"E4","E4:EH","E4:EH:M","E4:EH:M:3","2018-05-31",15,23,0,2,3
"E4","E4:EH","E4:EH:N","E4:EH:N:1","2018-08-30",9,3,1,9,10
"E4","E4:EH","E4:EH:N","E4:EH:N:1","2018-08-30",9,13,9,7,3
"E4","E4:EH","E4:EH:N","E4:EH:N:1","2018-08-30",9,23,6,6,7
"E4","E4:EH","E4:EH:N","E4:EH:N:2","2018-08-30",4,3,9,16,4
"E4","E4:EH","E4:EH:N","E4:EH:N:2","2018-08-30",4,13,5,9,13
"E4","E4:EH","E4:EH:N","E4:EH:N:2","2018-08-30",4,23,0,1,2
"E4","E4:EH","E4:EH:N","E4:EH:N:3","2018-08-30",3,3,3,7,3
"E4","E4:EH","E4:EH:N","E4:EH:N:3","2018-08-30",3,13,1,8,4
"E4","E4:EH","E4:EH:N","E4:EH:N:3","2018-08-30",3,23,5,10,10
"E4","E4:EH","E4:EH:S","E4:EH:S:1","2018-08-30",12,3,6,9,0
"E4","E4:EH","E4:EH:S","E4:EH:S:1","2018-08-30",12,13,10,4,0
"E4","E4:EH","E4:EH:S","E4:EH:S:1","2018-08-30",12,23,5,4,1
"E4","E4:EH","E4:EH:S","E4:EH:S:2","2018-08-30",11,3,1,3,0
"E4","E4:EH","E4:EH:S","E4:EH:S:2","2018-08-30",11,13,4,5,11
